title,date,text,name
AMERICAN FOOD AID: WHY REFORM MATTERS,4/15/2015,"    Listen, again, I want to thank Senator _x000D_
Cardin, Senator Coons, Senator Kaine, Senator Gardner, who was _x000D_
here earlier. I think that we have an opportunity here to work _x000D_
together to solve this problem._x000D_
    I will say that I wish every American could have seen this _x000D_
testimony today. What is happening in food aid in our Nation, _x000D_
for a few special interests that benefit only marginally, is a _x000D_
national disgrace--a national disgrace. I am going to do _x000D_
everything in my power to make sure that every American I come _x000D_
in contact with is aware that a few special interests that have _x000D_
negligible impact, really, on them, but they have this Nation _x000D_
in their grip, people are dying and starving--dying and _x000D_
starving--because of this national disgrace of corporate _x000D_
welfare that is totally unnecessary, totally unnecessary to the _x000D_
beneficiaries._x000D_
    So I thank you for being here. I look forward to working _x000D_
constructively with people on this committee, as we have so _x000D_
much recently, to ensure that our focus here is on making sure _x000D_
that people who are hungry have the basic food elements that _x000D_
they need to survive._x000D_
    Thank you very much._x000D_
    Ranking Member Cardin.",corker
AMERICAN FOOD AID: WHY REFORM MATTERS,4/15/2015,"    Thank you. Thank you so much for your input _x000D_
and just tremendous successes we have had recently._x000D_
    Senator Perdue.",corker
AMERICAN FOOD AID: WHY REFORM MATTERS,4/15/2015,    Senator Coons.,corker
AMERICAN FOOD AID: WHY REFORM MATTERS,4/15/2015,"    Senator Coons, if I could, could I add a _x000D_
minute or 2 to your time, and for people who are just watching _x000D_
this, ask your witness to explain how monetization works?",corker
AMERICAN FOOD AID: WHY REFORM MATTERS,4/15/2015,"    I think it would be helpful to everyone and _x000D_
help build a case for what you are trying to----",corker
AMERICAN FOOD AID: WHY REFORM MATTERS,4/15/2015,    Sure.,corker
AMERICAN FOOD AID: WHY REFORM MATTERS,4/15/2015,"    Thank you._x000D_
    Senator Coons, thank you for asking the great question _x000D_
about what if food aid were focused on food aid. That would be _x000D_
a good thing._x000D_
    I would just say, editorially, I doubt there are other aid _x000D_
programs that we participate in that have such a small amount _x000D_
of corporate welfare interests that cause us to waste as much _x000D_
money. I just cannot believe 450 sailors are generating the _x000D_
support for this aid program. And I just hope that we will _x000D_
figure out a way to deal appropriately with it._x000D_
    Senator Shaheen.",corker
AMERICAN FOOD AID: WHY REFORM MATTERS,4/15/2015,    Sure.,corker
AMERICAN FOOD AID: WHY REFORM MATTERS,4/15/2015,"    Anybody else have any closing questions or _x000D_
comments?_x000D_
    I want to thank all of you for being here. I think this _x000D_
testimony has been outstanding, as has the hearing._x000D_
    My guess is, to follow up on Dr. Smith's comments, I would _x000D_
bet that while there are associations and entities that lobby _x000D_
on behalf of various industries, if you will, I would bet if _x000D_
the members themselves were aware of the negative impact this _x000D_
lobbying was having on people who were starving, I do not _x000D_
believe there would be as much lobbying taking place._x000D_
    I do not think they have any idea that there are paid _x000D_
lobbyists up here that are causing people around the world to _x000D_
starve. I just have greater faith in the American people, _x000D_
greater faith that if these groups they are representing, if _x000D_
the individuals actually knew what was happening, they would be _x000D_
ashamed and they would cause it to stop._x000D_
    So I thank you all for being here._x000D_
    Mr. Ray, thank you for the example your organization is _x000D_
setting._x000D_
    Dr. Mercier, thank you for all your efforts through the _x000D_
years to cause reforms to happen._x000D_
    The meeting will be adjourned, although for questions, the _x000D_
record will remain open through the end of the day Friday._x000D_
    Thank you all for being here.",corker
THE ADMINISTRATION'S STRATEGY IN AFGHANISTAN,12/16/2015,"    The Foreign Relations Committee will come to _x000D_
order. We want to thank our witnesses for being here and, _x000D_
certainly, all of our committee members._x000D_
    I think in lieu of reading my normal opening statement, I _x000D_
just want to make a general statement, and that is that _x000D_
yesterday we had a classified briefing. What we hear in _x000D_
classified briefings about the direction and the signals and _x000D_
all of the things that are occurring in Afghanistan directly _x000D_
contradict some of the rosy public statements that are made _x000D_
about what is happening within the country._x000D_
    I think it is actually alarming to go to a classified _x000D_
session and then to hear reports about those discussions in the _x000D_
Armed Services Committee itself._x000D_
    So with that backdrop, I just want to say to each of you, _x000D_
all of us obviously want our Nation to be successful in its _x000D_
efforts in Afghanistan. I know there has been a debate about _x000D_
the number of troops on the ground. There have been some _x000D_
arbitrary numbers that have been thrown out. I know today we _x000D_
have 9,800 troops there. Yet, from what I can tell yet, we are _x000D_
continuing to lose territory, lose momentum. The status in _x000D_
Afghanistan is today that we are moving in a very negative _x000D_
direction on the ground._x000D_
    So obviously, that is concerning. We know that President _x000D_
Ghani has a vast amount of experience, even though he is _x000D_
somewhat of a technocrat. He knows there are issues that need _x000D_
to be dealt with appropriately within the country._x000D_
    But when you look at all of these security issues that are _x000D_
being dealt with, certainly it takes away from his ability to _x000D_
implement those._x000D_
    So we are concerned about security. I think we are _x000D_
concerned about any type of reconciliation that is taking _x000D_
place. We understand the concerns that exist relative to _x000D_
Pakistan. And let us face it, it is them, to a degree, hedging _x000D_
their bets. But from the outside, as you watch what is _x000D_
happening there, the Taliban is gaining ground, and that is _x000D_
just a fact._x000D_
    So I hope this hearing today, which will obviously be the _x000D_
first public hearing we have had in some time on this topic, _x000D_
will help us be illuminated._x000D_
    We thank both of you very, very much for your service and _x000D_
for being here. And we thank you for your willingness to help _x000D_
us with understanding as to what is actually happening there on _x000D_
the ground._x000D_
    With that, I will turn to Senator Cardin.",corker
THE ADMINISTRATION'S STRATEGY IN AFGHANISTAN,12/16/2015,"    Thank you, sir._x000D_
    We will now turn to our witnesses on the first panel. We _x000D_
will hear from two administration witnesses representing the _x000D_
State Department and USAID whose portfolios include both _x000D_
Afghanistan and Pakistan. Our second panel includes three _x000D_
informed experts on Afghanistan and the region. We thank them _x000D_
for being here._x000D_
    So our first witness is the respected Ambassador Richard _x000D_
Olson, the United States Special Representative for Afghanistan _x000D_
and Pakistan, and recently returned as our Ambassador from _x000D_
Islamabad._x000D_
    We thank you very much for a career in public service and _x000D_
Foreign Service, and for being here today._x000D_
    Our second witness is Donald L. Sampler Jr., assistant to _x000D_
the administrator for Pakistan and Afghanistan for USAID. We _x000D_
thank you for what you and your cohorts do around the world to _x000D_
further U.S. interests._x000D_
    So with that, Ambassador Olson, if you would begin, we _x000D_
would appreciate it._x000D_
    I would just say, as a courtesy to my fellow panelists _x000D_
here, the deadline on a couple of issues is 21 minutes relative _x000D_
to the other thing we are working on. I may step in and out a _x000D_
little bit and miss a little bit, not out of disrespect. Thank _x000D_
you.",corker
THE ADMINISTRATION'S STRATEGY IN AFGHANISTAN,12/16/2015,"    Thank you._x000D_
    Mr. Sampler.",corker
THE ADMINISTRATION'S STRATEGY IN AFGHANISTAN,12/16/2015,"    Thank you very much for that testimony. I am _x000D_
going to do some interaction along the way and turn at present _x000D_
to Senator Cardin for questions.",corker
THE ADMINISTRATION'S STRATEGY IN AFGHANISTAN,12/16/2015,    Senator Perdue?,corker
THE ADMINISTRATION'S STRATEGY IN AFGHANISTAN,12/16/2015,    Senator Barrasso?,corker
THE ADMINISTRATION'S STRATEGY IN AFGHANISTAN,12/16/2015,    Senator Kaine?,corker
THE ADMINISTRATION'S STRATEGY IN AFGHANISTAN,12/16/2015,"    Thank you._x000D_
    Senator Udall?",corker
THE ADMINISTRATION'S STRATEGY IN AFGHANISTAN,12/16/2015,"    Thank you._x000D_
    Senator Isakson?",corker
THE ADMINISTRATION'S STRATEGY IN AFGHANISTAN,12/16/2015,"    Thank you very much._x000D_
    I know we are about to close out and we have another panel._x000D_
    Just out of curiosity, to follow up a little bit on Senator _x000D_
Kaine's comments about the diverging views, I will say, for _x000D_
what it is worth--I had a private meeting with you, Ambassador _x000D_
Olson. We had the classified briefing. For what it is worth, _x000D_
while you obviously speak in a more statesmanlike manner, the _x000D_
views of what is happening in Afghanistan were very aligned. I _x000D_
mean, the meeting we had in our office, the classified briefing _x000D_
yesterday, was very much aligned. I mean, we have some issues _x000D_
we need to deal with._x000D_
    Why do you think there is that divergent view on the other _x000D_
side that takes place? I know that you work closely with our _x000D_
armed services. How could it be, as involved as you are there, _x000D_
both of you, that we have an alignment over here at the State _x000D_
Department with our intelligence, but a disalignment, if you _x000D_
will, over on the other sectors?",corker
THE ADMINISTRATION'S STRATEGY IN AFGHANISTAN,12/16/2015,"    I actually found alignments we had yesterday _x000D_
to be very good._x000D_
    The Taliban issue, now obviously we came into Afghanistan _x000D_
in 2001. The issue was to end the Taliban's existence and _x000D_
dominion over government at the time. Now they are changing the _x000D_
facts on the ground. Is that fair?",corker
THE ADMINISTRATION'S STRATEGY IN AFGHANISTAN,12/16/2015,"    And there are discussions about, over time, _x000D_
we have made some accommodating comments publicly, our _x000D_
government has, relative to their potential involvement in the _x000D_
government down the road. Is that fair to say?",corker
THE ADMINISTRATION'S STRATEGY IN AFGHANISTAN,12/16/2015,"    And I know that I was stepping in and out, _x000D_
and I greatly apologize for that. My understanding is a _x000D_
statement was made that, at present, they are not exhibiting _x000D_
the characteristics that would be appropriate for them to be a _x000D_
part of that. Is that correct?",corker
THE ADMINISTRATION'S STRATEGY IN AFGHANISTAN,12/16/2015,"    So that is the end state that the Afghan _x000D_
Government is working toward. I think it is good that we have _x000D_
not established preconditions ourselves._x000D_
    What would be, though, the characteristics, the Taliban _x000D_
would need to exhibit from your standpoint to be a legitimate _x000D_
entity for the Afghan Government to begin negotiations with?",corker
THE ADMINISTRATION'S STRATEGY IN AFGHANISTAN,12/16/2015,    Yes. Your observation would be?,corker
THE ADMINISTRATION'S STRATEGY IN AFGHANISTAN,12/16/2015,"    And do you think, based on what you know, the _x000D_
Taliban has the capacity to reject terrorism and violence?",corker
THE ADMINISTRATION'S STRATEGY IN AFGHANISTAN,12/16/2015,"    A couple more just brief questions._x000D_
    We had a decent meeting with the Prime Minister of Pakistan _x000D_
and their military leadership. They gave us strongly worded _x000D_
statements about the ISI involvement and how 1,000 percent they _x000D_
are committed to dealing with the Taliban, dealing with other _x000D_
groups that are housed in the FATA region and, certainly, _x000D_
ensuring that they did everything they could to make sure that _x000D_
Afghanistan was stabilized._x000D_
    On the other hand, I get a strong sense that is maybe not _x000D_
100 percent accurate. They are watching what is happening on _x000D_
the ground. They want to have the proper relationship, if you _x000D_
will, with the ultimate leadership group that exists in _x000D_
Afghanistan. What they are seeing right now is a situation _x000D_
where they are not sure what that outcome is going to be._x000D_
    My sense is that instead of them actually carrying out what _x000D_
they said here in our presence, that they are hedging their _x000D_
bets. They are trying to calculate, if you will, what _x000D_
Afghanistan is going to be over time._x000D_
    Right now, we have 9,800 troops ourselves in Afghanistan. _x000D_
There has been a sort of arbitrary date of numbers of troops _x000D_
that will be there over the course of this next year, I think _x000D_
dropping down to about 5,000._x000D_
    But it seems to me that we have our hands full as is, that _x000D_
it is incredibly difficult for us to keep violence down and _x000D_
stability in place at present._x000D_
    Just out of curiosity, does that raise questions to you as _x000D_
to when we need to be deciding ultimately what our security _x000D_
force totals are going to be in Afghanistan?",corker
THE ADMINISTRATION'S STRATEGY IN AFGHANISTAN,12/16/2015,    What about the second part of the question?,corker
THE ADMINISTRATION'S STRATEGY IN AFGHANISTAN,12/16/2015,"    I have no desire, out of respect to you--you _x000D_
and I may have traveled together to the Waziristans, if I _x000D_
remember correctly.",corker
THE ADMINISTRATION'S STRATEGY IN AFGHANISTAN,12/16/2015,"    I do not want in any way try to create a _x000D_
divergence between you and the administration. But let us just _x000D_
say at present, things could change, certainly, between now and _x000D_
the end of the year._x000D_
    Our security forces have their hands full in working with _x000D_
the Afghan military to try to create a secure environment. Is _x000D_
that correct?",corker
THE ADMINISTRATION'S STRATEGY IN AFGHANISTAN,12/16/2015,"    At the moment._x000D_
    Listen, I certainly appreciate your service. I appreciated _x000D_
your candor yesterday in our office. I appreciate the service _x000D_
you provided in multiple settings._x000D_
    Certainly, you all have been helpful to us today. I do _x000D_
think that it would be fair to say, based on the entirety of _x000D_
yesterday, today, just other interactions we have, we should _x000D_
all be very concerned about outcomes in Afghanistan and _x000D_
understand that tremendous diligence and effort is still _x000D_
necessary, and leadership on their part, to cause a successful _x000D_
outcome to occur._x000D_
    Would you agree?",corker
THE ADMINISTRATION'S STRATEGY IN AFGHANISTAN,12/16/2015,"    Thank you, both. I appreciate it._x000D_
    We will now ask the second panel to take their place. We _x000D_
thank all of you for being here._x000D_
    Our first witness today will be the former U.S. Ambassador _x000D_
to Afghanistan, James Cunningham, someone we all know well, now _x000D_
a senior fellow and the Khalilzad Chair on Afghanistan at the _x000D_
South Asia Center of the Atlantic Council._x000D_
    We thank you for being here._x000D_
    The second witness will be former Afghan Minister Mr. Ali _x000D_
Jalali._x000D_
    Thank you so much for being here. We all know you also._x000D_
    He is now a distinguished professor at the Near East and _x000D_
South Asia Center for Strategic Studies at the National Defense _x000D_
University._x000D_
    Our third witness will be Jodi Vittori, a senior policy _x000D_
adviser at Global Witness, who has also served in the U.S. _x000D_
military in Afghanistan--we thank you for that service--and in _x000D_
countering corruption in the defense and security sector, which _x000D_
I know there is a big job._x000D_
    So we thank you all for being here. We think this is a very _x000D_
distinguished panel. If you could keep your comments to around _x000D_
5 minutes, without objection, your written testimony will be _x000D_
entered into the record._x000D_
    If we could, we can go in the order of introduction, _x000D_
starting with you, Ambassador Cunningham.",corker
THE ADMINISTRATION'S STRATEGY IN AFGHANISTAN,12/16/2015,"    Thank you very much._x000D_
    I want to apologize to all of you. We have an omni bill _x000D_
that was just produced last night about 12 o'clock. Today, _x000D_
there are still discussions that are underway. As I step in and _x000D_
out, it is not out of lack of interest on this topic. We are _x000D_
going to be out of here this week with a massive piece of _x000D_
legislation that is passed, and we apologize for attending to _x000D_
that, which, by the way, parts of affect Afghanistan, too.",corker
THE ADMINISTRATION'S STRATEGY IN AFGHANISTAN,12/16/2015,    That is a secret we are keeping. [Laughter.],corker
THE ADMINISTRATION'S STRATEGY IN AFGHANISTAN,12/16/2015,"    Mr. Jalali, thank you.",corker
THE ADMINISTRATION'S STRATEGY IN AFGHANISTAN,12/16/2015,"    Thank you, sir._x000D_
    Dr. Vittori?_x000D_
_x000D_
   STATEMENT OF JODI VITTORI, SENIOR POLICY ADVISER, GLOBAL _x000D_
                   WITNESS, WASHINGTON, D.",corker
THE ADMINISTRATION'S STRATEGY IN AFGHANISTAN,12/16/2015,"    I thank all three of you. We appreciate it. _x000D_
We are privileged to have the opportunity to have people like _x000D_
you before us. Again, we thank you for your time and _x000D_
preparation in being here._x000D_
    Ambassador Cunningham, I think people would say you worked _x000D_
for one of the most difficult people ever when you were working _x000D_
with President Karzai. We ended up with the Ghani government, _x000D_
which I think most people believe is a pretty good outcome for _x000D_
Afghanistan._x000D_
    I know there are a number of things that he needs to put in _x000D_
place. I know he is a technocrat, probably not quite as much of _x000D_
a politician as Karzai was, but understands things about good _x000D_
governance and corruption and those kinds of issues._x000D_
    But at the same time, it is going to be very difficult for _x000D_
him to be successful, is it not, unless there is a secure _x000D_
environment there? I mean, I think, at the end of the day, that _x000D_
is the number one thing that will inhibit his ability to be _x000D_
successful._x000D_
    I would like you to speak to that, but also, are there _x000D_
additional diplomatic and/or other tools that you think we as a _x000D_
Nation in current times are not utilizing properly?",corker
