1501,Barbara,LEE,REPRESENTATIVE,D,CA,13,L000551,114
1E+14,First Name unavailable,LEUTKEMEYER,Type Unavailable,Party Info Unavailable,state info unavailable,District Unavailable,BioGuideID unavailable,CongressID unavailable
2271,Mia,LOVE,REPRESENTATIVE,R,UT,4,L000584,114
709,Nita,LOWEY,REPRESENTATIVE,D,NY,17,L000480,114
1931,Blaine,LUETKEMEYER,REPRESENTATIVE,R,MO,3,L000569,114
735,Edward,MARKEY,SENATOR,D,MA,N/A,M000133,114
1900,Jeff,MERKLEY,SENATOR,D,OR,N/A,M001176,114
1E+14,,MITCHELL,N/A,Party information Unavailable,State Info Unavailable,N/A,1E+16,115
1694,Lisa,MURKOWSKI,SENATOR,R,AK,N/A,M001153,114
859,Bill,NELSON,SENATOR,D,FL,N/A,N000032,114
2060,Kristi,NOEM,REPRESENTATIVE,R,SD,0,N000184,114
1749,Jeb,NORMAN,REPRESENTATIVE,R,TX,N/A,H001036,115
2309,Jimmy,PANETTA,REPRESENTATIVE,D,CA,N/A,P000613,115
1992,Paul,PAUL,REPRESENTATIVE,R,AZ,4,G000565,114
905,Nancy,PELOSI,REPRESENTATIVE,D,CA,12,P000197,114
2113,Scott,PETERS,REPRESENTATIVE,D,CA,52,P000608,114
2247,Bruce,POLIQUIN,REPRESENTATIVE,R,ME,2,P000611,114
1910,Jared,POLIS,REPRESENTATIVE,D,CO,2,P000598,114
924,Rob,PORTMAN,SENATOR,R,OH,N/A,P000449,114
1982,Tom,REED,REPRESENTATIVE,R,NY,23,R000585,114
2003,Dennis,ROSS,REPRESENTATIVE,R,FL,15,R000593,114
2158,Keith,ROTHFUS,REPRESENTATIVE,R,PA,12,R000598,114
1E+14,,ROUNDS,N/A,Party information Unavailable,State Info Unavailable,N/A,1E+16,115
2084,Marco,RUBIO,SENATOR,R,FL,N/A,R000595,114
1757,Linda,SANCHEZ,REPRESENTATIVE,D,CA,38,S001156,114
1036,Charles,SCHUMER,SENATOR,D,NY,N/A,S000148,114
2113,Scott,SCOTT,REPRESENTATIVE,D,CA,52,P000608,114
1548,Jeff,SESSIONS,SENATOR,R,AL,N/A,S001141,114
1527,John,SHIMKUS,REPRESENTATIVE,R,IL,15,S000364,114
1069,Louise,SLAUGHTER,REPRESENTATIVE,D,NY,25,S000480,114
1531,Debbie,STABENOW,SENATOR,D,MI,N/A,S000770,114
2168,Chris,STEWART,REPRESENTATIVE,R,UT,2,S001192,114
2290,Dan,SULLIVAN,SENATOR,R,AK,N/A,S001198,114
1829,Jon,TESTER,SENATOR,D,MT,N/A,T000464,114
1534,John,THUNE,SENATOR,R,SD,N/A,T000250,114
2291,Thom,TILLIS,SENATOR,R,NC,N/A,T000476,114
1594,Patrick,TOOMEY,SENATOR,R,PA,N/A,T000461,114
2250,David,TROTT,REPRESENTATIVE,R,MI,11,T000475,114
1567,Tom,UDALL,SENATOR,D,NM,N/A,U000039,114
2137,Ann,WAGNER,REPRESENTATIVE,R,MO,2,W000812,114
2182,Elizabeth,WARREN,SENATOR,D,MA,N/A,W000817,114
1823,Sheldon,WHITEHOUSE,SENATOR,D,RI,N/A,W000802,114
1226,Roger,WICKER,SENATOR,R,MS,N/A,W000437,114
2008,Rob,WOODALL,REPRESENTATIVE,R,GA,7,W000810,114
2115,Ted,YOHO,REPRESENTATIVE,R,FL,3,Y000065,114
1256,Don,YOUNG,REPRESENTATIVE,R,AK,0,Y000033,114
2261,Lee,ZELDIN,REPRESENTATIVE,R,NY,1,Z000017,114
