speech_id,speaker_id,proceeding_id,topic_id,word_count,speech_text,file_name
29,SIRES,proceeding_id,topic-id,11,"Mr.Speaker, I yield 2 minutes to the gentleman from California (Mr.Sherman).  ",CREC-2017-04-03-pt1-PgH2609.txt
30,SHERMAN,proceeding_id,topic-id,180,"Mr.Speaker, I rise in strong support of 54 and commend its authors and cosponsors.  With the new administration of President Macri, I think that there will be a deepening relationship between the United States and Argentina, and this resolution recognizes that. It also encourages the Argentine Government to continue to investigate and prosecute those responsible for the 1994 bombing of the Argentine-Israeli Mutual Association, located then in the center of Buenos Aires, and the death of Argentine special prosecutor Alberto Nisman, who died mysteriously 1 day before he was going to submit a report to the Argentine Congress regarding that 1994 bombing.  I think it is apparent that that 1994 bombing was conducted by Iran in cooperation with Hezbollah, and we all want to encourage the Argentine Government to find out whether there was foul play in the death of Alberto Nisman and, if so, who was behind what has all the hallmarks of an assassination designed to prevent that report from being submitted to the Argentine people and  I commend the authors of this legislation. I urge its adoption.  ",CREC-2017-04-03-pt1-PgH2609.txt
31,SIRES,proceeding_id,topic-id,137,"Mr.Speaker, I yield myself such time as I may consume for the purpose of closing.  In conclusion, let me say that the U.S.-Argentina relationship is critical, and I stand in strong support of 54.  Argentina's new President, Mauricio Macri, has done a tremendous job reforming their outdated and isolationist economic policies. Most importantly, the Macri administration has renewed its efforts to find the long sought after justice for the bombing of the AMIA Jewish Cultural Center, whose perpetrators are still evading justice.  His efforts have improved the lives of countless Argentines, and I look forward to working with his government to continue building on the progress we have already made.  I urge my colleagues to join me in supporting this resolution and thank them all for their support.  Mr.Speaker, I yield back the balance of my time.  ",CREC-2017-04-03-pt1-PgH2609.txt
33,SHERMAN,proceeding_id,topic-id,587,"Mr.Speaker, I yield myself such time as I may consume.  Mr.Speaker, I rise today to support H.479, the North Korea State Sponsor of Terrorism Designation Act of 2017.  I want to associate myself with the chairman's remarks. He summarizes well the need to adopt this legislation. I want to commend Judge Poe for introducing this legislation. I was very pleased to introduce it alongside him.  We earlier considered 92. In that debate, we discussed the nuclear and missile program of North Now it is time to focus for the next few minutes on their use of terrorism.  We need to consider North Korea's obvious state support of terrorism around the world. North Korea has engaged in kidnappings, targeted assassination, cyber attacks, and support to terrorist organizations in various regions.  North Korea was designated as a state sponsor of terrorism in 1988, but it was taken off that list in 2008, following commitments by Pyongyang to dismantle its nuclear weapons program. We dismantled their status as a state sponsor of terrorism. North Korea certainly has not dismantled its nuclear program.  Kim Jong-un has only increased the pace of his nuclear ballistic missile testing and is nowhere near dismantling that program. So now it is time to focus again on North Korea's terrorist actions around the world.  We can go back several decades when the North Korean Government kidnapped Japanese civilians--some because of their talents in making movies; most in order to force them to[[Page H2613]]teach Japanese etiquette to North Korean spies.  Now, you may say: Well, that was decades ago. Why are we designating them as a state sponsor of terrorism now?  Well, those people still have not been released to this day. And, if they have passed on, their bodies have not been returned to their families.  We are all aware of how North Korea engaged in cyberterrorism against Sony Pictures because Sony Pictures made a movie they didn't like.  We know that, just a month or so ago, a North Korean agent killed Kim Jong-nam, the half brother of North Korean leader Kim Jong-un. This act of terrorism took place at the airport in Malaysia and was summarized by the chairman.  In the case of Chaim Kaplan v. Hezbollah, a United States District Court found that, in 2014, North Korea materially supported terrorist attacks by Hezbollah, a designated foreign terrorist organization.  And finally--and this list is incomplete but last on my list--is North Korea's assistance in helping Assad try to develop nuclear weapons of his own. We are aware that Assad's nuclear facility, built almost entirely based on North Korean technology and using North Korean equipment, was destroyed in 2007. Assad has murdered hundreds of thousands, it looks like the figure is now half a million, of his own citizens. Imagine the destruction Assad would have engaged in had he been able to develop nuclear weapons with the support and technology of North  H.479, the North Korea State Sponsor of Terrorism Designation Act, expresses the sense of Congress that North Korea likely meets the criteria to be designated as a state sponsor of terrorism and requires a determination by the Secretary of State within 90 days as to whether or not North Korea meets that standard.  This bill is an important step in confronting North Korea's support for terrorism around the world and for the danger that it poses to the civilized world.  Mr.Speaker, I call upon my colleagues to join me in supporting this bill, and I reserve the balance of my time.                              {time}  1800  ",CREC-2017-04-03-pt1-PgH2611.txt
34,SHERMAN,proceeding_id,topic-id,21,"Mr.Speaker, I would note that this bill passed our committee without any opposition.  Mr.Speaker, I reserve the balance of my time.  ",CREC-2017-04-03-pt1-PgH2611.txt
35,SHERMAN,proceeding_id,topic-id,100,"Mr.Speaker, I yield myself such time as I may consume.  In closing, this bill is an important step in confronting North Korea's support for terrorism around the world. We should not stand idle while North[[Page H2614]]Korea engages in terrorism, including kidnappings, target assassinations, cyber attacks, support for other terrorist organizations, and nuclear proliferation.  I again call upon my colleagues to join me in passing this bill, H.479, the North Korea State Sponsor of Terrorism Designation Act of 2017.  I note that this bill passed our full committee without a single opponent.  Mr.Speaker, I yield back the balance of my time.  ",CREC-2017-04-03-pt1-PgH2611.txt
44,WAGNER,proceeding_id,topic-id,18,"Mr.Speaker, I was unavoidably detained. Had I been present, I would have voted ``yea'' on rollcall 209.                          ____________________",CREC-2017-04-03-pt1-PgH2614-9.txt
47,JEFFRIES,proceeding_id,topic-id,1201,"Mr.Speaker, pursuant to clause 2(a)(1) of rule IX, I rise to give notice of my intent to raise a question of the privileges of the  The form of the resolution is as follows:  A resolution expressing the sense of the House of Representatives that President Donald Trump shall publicly disclose his tax return information, which would conform with an important tradition connected to occupancy of the White House, as well as uphold his promise to the American people that he would release his tax returns.  Whereas, every President since Gerald Ford has disclosed his tax return information to the American people;  Whereas, in May 2014 Donald Trump stated during a television interview: ``If I decide to run for office I'll produce my tax returns absolutely. I would love to do that'';  Whereas, in February 2015 Donald Trump stated during a radio interview: ``I have no objection to certainly showing tax returns'';  Whereas, in February 2016 Donald Trump stated during a televised Republican Presidential debate: ``I will absolutely give my returns, but I'm being audited now for two or three years, so I can't do it until the audit is finished, obviously'';  Whereas, in May 2016 Donald Trump stated during a television interview: ``I will really gladly give them. When the audit ends, I'll present them. That should be before the election'';  Whereas, the IRS has made clear that any taxpayer, including Donald Trump, may release his tax returns at any time while under audit;  Whereas, the House of Representatives by constitutional design is the institution closest to the American people, and an overwhelming majority of the American people think Donald Trump should release his tax returns immediately;  Whereas, 17 different intelligence agencies in the United States have concluded that Vladimir Putin and his Russian regime interfered with our Presidential election for the purpose of helping Donald Trump;  Whereas, multiple high-level Trump associates were in regular contact with Russian operatives and intelligence agents during the same time that Russia was hacking into our democracy;  Whereas, multiple high-level Trump associates have financial ties to the Russian regime;  Whereas, Paul Manafort, Donald Trump's former campaign chairman, engineered a pro-Russia change in the Republican Party platform in July 2016 and has received millions of dollars from pro-Russian oligarchs to advance Putin's agenda;  Whereas, Michael Flynn, Donald Trump's first National Security Adviser, resigned in disgrace for misleading to Vice President Mike Pence about potentially unlawful phone calls to the Russian Ambassador and failed to disclose financial compensation received from a Russian propaganda media outlet closely tied to Vladimir Putin;  Whereas, Carter Page, a top foreign policy adviser to the Trump campaign, has now acknowledged visiting the Kremlin in the midst of the 2016 Presidential election;  Whereas, Jeff Sessions, Donald Trump's Attorney General, misled the Senate under oath by failing to disclose his meetings with the Russian Ambassador that took place in July 2016 at the Republican National Convention and again in September of 2016;  Whereas, Michael Cohen, Donald Trump's personal attorney, now acknowledges being in contact with Russian operatives at the same time the attacks on our democracy were taking place;[[Page H2616]]  Whereas, Jared Kushner, a senior White House advisor and Donald Trump's son-in-law, now acknowledges previously undisclosed meetings with the Russian Ambassador;  Whereas, Roger Stone, a self-described political trickster and Donald Trump's long-time consigliere, now acknowledges being in contact with the Russian-aligned hacker Guccifer II and predicted during the campaign that John Podesta's emails would soon be exposed;  Whereas, Ian Fleming, the renowned British author has observed, ``Once is happenstance. Twice is coincidence. Three times is enemy action'';  Whereas, Donald Trump has shown an unrestrained willingness to criticize and insult allies of the United States of America;  Whereas, Donald Trump wrongly accused Great Britain, our closest ally, of wiretapping Trump Tower in New York City;  Whereas, Donald Trump declined to shake German Chancellor Angela Merkel's hand while seated together during their recent joint appearance at the White House;  Whereas, Donald Trump stated in a recent C-PAC speech that ``Paris is no longer Paris'';  Whereas, Donald Trump threatened to cancel a refugee transfer agreement with our ally Australia and reportedly hung up on the Prime Minister;  Whereas, Donald Trump told the President of Mexico that America would deploy military personnel to that sovereign nation if our southern neighbor does not deal with its ``bad hombres'';  Whereas, Donald Trump has repeatedly criticized our strategic and military alliance with Western European allies and called NATO ``obsolete'';  Whereas, Donald Trump refuses to say a negative word about Vladimir Putin or his corrupt Russian regime;  Whereas, Bill O'Reilly interviewed Donald Trump on Super Bowl Sunday and asked about Putin's brutal and murderous regime;  Whereas, Donald Trump responded, ``There are a lot of killers. You think our country's so innocent?'', suggesting a moral equivalence between the United States and Russia;  Whereas, Yogi Berra, the great Yankee catcher and philosopher-King, once observed ``that's too coincidental to be a coincidence'';  Whereas, Donald Trump tweeted on January 11: ``I have nothing to do with Russia--no deals, no loans, no nothing''  Whereas, Donald Trump once stated: ``Russians make up a pretty disproportionate cross-section of a lot of our assets. We see a lot of money pouring in from Russia'';  Whereas, disclosure of Donald Trump's tax returns will help the American people and their elected Representatives in this House better understand Trump's financial ties, if any, to Putin's Russia;  Whereas, the American people have a right to know whether financial conflicts of interest exist between the President of the United States and a hostile foreign power;  Whereas, the chairmen of the House Ways and Means Committee, Joint Committee on Taxation, and Senate Finance Committee have the authority to request Donald Trump's tax returns under section 6103 of the Tax Code; and  Whereas, the FBI is conducting a criminal and counterintelligence investigation into Russian interference with the recent Presidential election, including possible collusion between the Trump campaign and the Kremlin:  Now, therefore, be it resolved that the House of Representatives shall:  One, immediately request tax return information of Donald Trump for tax years 2007 through 2016 for review in closed executive session by the Committee on Ways and Means, as provided under section 6103 of the Internal Revenue Code, and vote to report the information therein to the full House of Representatives; and  Two, postpone consideration of comprehensive tax reform legislation until after the elected Representatives of the American people in this House have been able to review Trump's tax returns and ascertain how any changes to the Tax Code might financially benefit the President of the United  The SPEAKER pro tempore. Under rule IX, a resolution offered from the floor by a Member other than the majority leader or the minority leader as a question of the privileges of the House has immediate precedence only at a time designated by the Chair within 2 legislative days after the resolution is properly noticed.  Pending that designation, the form of the resolution noticed by the gentleman from New York will appear in the Record at this point.  The Chair will not at this point determine whether the resolution constitutes a question of privilege. That determination will be made at the time designated for consideration of the resolution.                          ____________________",CREC-2017-04-03-pt1-PgH2615.txt
52,KRISHNAMOORTHI,proceeding_id,topic-id,163,"Mr.Speaker, I rise to speak in honor of Equal Pay Day, which is tomorrow.  Women in our country earn, on average, 78 cents for every dollar that a man makes. For women of color, that gap is larger. Even in my own district, the Eighth Congressional District of Illinois, where the overall disparity is smaller, women still only earn 83 cents on the dollar.  The pay gap is not simply a women's issue, but a challenge for all Gender wage disparities are a fundamental obstacle to millions of families trying to make ends meet.  At a time when nearly two-thirds of mothers are primary, sole, or co-breadwinners for their families, the pay gap makes it that much harder to pay for groceries, housing, child care, and all the other necessities of daily life.  I am proud to be an original cosponsor of the Paycheck Fairness Act and hope all my colleagues will join me in supporting this bill to address pay discrimination.                          ____________________",CREC-2017-04-03-pt1-PgH2617-4.txt
54,CONAWAY,proceeding_id,topic-id,242,"Mr.Speaker, I rise today to shed light on the religious persecution of Christians by the Chinese  On March 5 of this year, Reverend Cao San Qiang, also known as ``Pastor John,'' was arrested and is still behind bars in the Yunnan province of southwest I believe that his arrest and detention was for inflated charges leveled against him simply because he is a  Pastor John has been a permanent resident of the United States since 1990, where he attended seminary and became a pastor in Greensboro, North He is married, with two children, and is kind and humble. Even though he was living a comfortable life in the United States, he kept his Chinese citizenship so he could continue to[[Page H2618]]travel there and spread the good word of Jesus  He has been ministering to the impoverished people of Myanmar and the Yunnan province of China for over a decade. In these last 3 years, he helped build and staff 16 schools in northern  For years, Pastor John regularly crossed the border on his small motorcycle loaded with food and medicine, without incident. For some reason, this time, he was arrested and charged as a smuggler.  Since his arrest, Chinese officials have raided and threatened a number of Christian churches in several provinces. I urge the State Department to seek Pastor John's immediate release from Chinese custody and to stop further raids before other innocent individuals become casualties of aggressive religious persecution.                          ____________________",CREC-2017-04-03-pt1-PgH2617-5.txt
57,ROTHFUS,proceeding_id,topic-id,179,"Mr.Speaker, the past several days, I had my first-ever tour of our southwest border. During my visit, I met with Border Patrol agents in New Mexico and Texas, as well as ranchers and business leaders on the border.  Border security was a significant issue in the last election, as Americans are concerned about the flow of illegal narcotics and aliens across the border. Although gaps in security remain, I saw an impressive array of assets, including drones and manned aircraft, walls, cameras, and other materiel.  More impressive, however, are the men and women who work for Customs and Border Protection, who, at no small risk to themselves, work to keep America secure. They are very encouraged lately as they see policy changes coming that will allow them to enforce our laws. Mr.Speaker, these individuals are literally on the front line defending our Nation and communities, and I thank them for their service.  I understand that there are job opportunities with Border For those seeking a public service career doing something bigger than themselves, that is something to consider.                          ____________________",CREC-2017-04-03-pt1-PgH2618-2.txt
59,BEATTY,proceeding_id,topic-id,196,"Mr.Speaker, over 50 years ago, President John Kennedy signed into law the Equal Pay Act, landmark legislation which requires that men and women in the same workplace be given equal pay for equal work.  Unfortunately, equal pay for equal work has not become a reality. In fact, women are paid between 79 and 80 cents for every dollar that men are paid for doing the exact same job. In fact, it takes women until tomorrow, April 4, to earn what men were paid in the previous year.  For women of color, the gap is even wider. In 2015, African-American women made 65 cents for every dollar earned by their White male counterparts. For Hispanic women, it is even worse. They earn 58 cents for every dollar earned by their White male counterparts.  Women pay a huge price because of the wage gap. Today, families rely increasingly on women's wages to make ends meet; and with less take-home pay, women have less money to cover the everyday needs of their family.  Mr.Speaker, it is time for Congress to right the wrong. Let's pass the Paycheck Fairness Act and send it to the President's desk for signature.                          ____________________",CREC-2017-04-03-pt1-PgH2618-3.txt
61,GAETZ,proceeding_id,topic-id,197,"Mr.Speaker, our great ally Australia has long been the leading voice in the world to end commercial whaling. I rise to let them know that they are not alone and to announce the filing of bipartisan legislation to support an end to commercial whaling.  Another of our valued allies, Japan, unfortunately continues this depraved practice. In fact, the Japanese whaling fleet has just returned home, having killed 333 Antarctic minke whales.  Despite the global ban on commercial whaling, Japan continues the slaughter on the seas under a thinly veiled claim of research. Research into whales is important, but all available science shows that this research can be conducted with nonlethal testing and biopsies.  The Japan whale hunt isn't about research. It is about whale meat. In 2012, a Japanese minister even commented that the minke whale offers great flavor and aroma as sashimi. I think that is disgusting.  The Japanese whalers shoot the world's majestic mammals with exploding harpoons and electric lances. Death can often take hours.  Commercial and fake research hunting of whales must end. I thank Australia for its leadership. I ask Japan to be honest with the world and end this barbaric practice.                          ____________________",CREC-2017-04-03-pt1-PgH2618-4.txt
